DAY,TIME,WEATHER,INTERSECTION
4,603,B,PACIFIC COAST HWY_PINE AV
5,1757,A,PACIFIC COAST HWY_PACIFIC AV
6,1156,A,7TH ST_CHERRY AV
6,1810,A,PACIFIC COAST HWY_STUDEBAKER RD
6,53,B,PACIFIC COAST HWY_LONG BEACH BL
2,1546,A,BROADWAY_CHERRY AV
2,1600,A,LONG BEACH BL_ANAHEIM ST
2,1213,A,OCEAN BL_PINE AV
3,1629,A,ATLANTIC AV_HARDING ST
3,2013,A,LONG BEACH BL_WARDLOW RD
3,1205,A,BELLFLOWER BL_STEARNS ST
3,2123,A,PACIFIC COAST HWY_LONG BEACH BL
4,1727,A,LONG BEACH BL_WARDLOW RD
5,1000,A,7TH ST_CHERRY AV
6,955,A,PACIFIC COAST HWY_MAGNOLIA AV
7,1443,A,PACIFIC COAST HWY_7TH ST
7,1331,A,PACIFIC COAST HWY_2ND ST
1,1012,A,7TH ST_BELLFLOWER BL
2,2004,A,PACIFIC COAST HWY_CEDAR AV
2,300,-,7TH ST_PACIFIC COAST HWY
2,1547,A,REDONDO AV_ANAHEIM ST
2,10,A,PACIFIC COAST HWY_PINE AV
2,1447,A,SOUTH ST_PARAMOUNT BL
3,1815,A,BROADWAY_CHERRY
3,715,A,PALO VERDE AV_WOODRUFF AV
4,1200,A,PACIFIC COAST HWY_STUDEBAKER RD
4,1315,A,PACIFIC COAST HWY_TERMINO AV
5,718,A,PACIFIC COAST HWY_TERMINO AV
6,1119,A,REDONDO AV_7TH ST
7,2238,A,7TH ST_PACIFIC COAST HWY
1,1215,A,PACIFIC COAST HWY_LONG BEACH BL
2,901,A,7TH ST_TERMINO AV
2,709,A,7TH ST_REDONDO AV
4,1445,A,ORANGE AV_PACIFIC COAST HWY
4,1207,A,7TH ST_BELLFLOWER BL
5,1715,A,7TH ST_ORANGE AV
6,953,A,WILLOW ST_EASY AV
7,1927,A,SOUTH ST_DOWNEY AV
1,1513,A,SANTA FE AV_WILLOW ST
2,1740,A,PACIFIC COAST HWY_OBISPO AV
2,1720,A,WARDLOW RD_LONG BEACH BL
2,1524,A,PACIFIC COAST HWY_HARBOR AV
2,2318,A,OCEAN BL_PINE AV
3,740,B,WILLOW ST_EASY AV
4,724,A,7TH ST_CHANNEL DR
7,1846,A,SOUTH ST_DOWNEY AV
1,1328,A,BELLFLOWER BL_STEARNS ST
2,2044,A,ATLANTIC AV_WARDLOW RD
2,1818,A,PACIFIC COAST HWY_JUNIPERO AV
3,1614,A,7TH ST_LONG BEACH BL
4,1556,A,ATLANTIC AV_MARKET ST
5,2,A,OCEAN BL_MAGNOLIA AV
5,720,A,PACIFIC COAST HWY_SANTA FE AV
6,2030,A,LONG BEACH BL_20TH ST
6,1500,A,PACIFIC COAST HWY_CHERRY AV
7,1105,A,7TH ST_ATLANTIC AV
1,2008,A,7TH ST_ATLANTIC AV
2,1228,A,DEL AMO BL_LONG BEACH BL
3,109,A,ANAHEIM ST_REDONDO AV
4,928,A,BROADWAY_CHERRY AV
4,1951,A,WILLOW ST_PACIFIC AV
5,1351,A,PARAMOUNT BL_SOUTH ST
5,1440,A,ANAHEIM ST_ORANGE AV
6,2024,A,PACIFIC COAST HWY_ANAHEIM ST
6,1040,A,CHERRY AV_PACIFIC COAST HWY
7,2128,A,PACIFIC COAST HWY_WALNUT AV
1,1303,A,ANAHEIM ST_OREGON AV
1,550,A,ANAHEIM ST_ATLANTIC AV
1,1716,A,PACIFIC COAST HWY_OBISPO AV
1,800,A,PACIFIC COAST HWY_LONG BEACH BL
2,1849,A,CARSON ST_CLARK AV
2,2255,A,PACIFIC COAST HWY_JUNIPERO AV
3,1708,A,PACIFIC COAST HWY_CHERRY AV
3,1205,A,ATLANTIC AV_10TH ST
3,800,A,WILLOW ST_EASY AV
4,1536,A,PACIFIC COAST HWY_PINE AV
5,1955,A,ANAHEIM ST_ORANGE AV
5,1432,A,BROADWAY_CHERRY AV
6,1555,A,BROADWAY_CHERRY AV
6,955,A,ANAHEIM ST_CHERRY AV
6,2140,A,LAKEWOOD BL_OUTER TRAFFIC CIR
6,922,A,LAKEWOOD BL_OUTER TRAFFIC CIR
7,2148,B,BELLFLOWER BL_ANAHEIM RD
7,1240,A,LAKEWOOD BL_OUTER TRAFFIC CIR
1,2142,A,BELLFLOWER BL_ANAHEIM RD
1,1610,A,7TH ST_REDONDO AV
1,1600,A,PACIFIC AV_WILLOW ST
2,1538,A,ANAHEIM ST_ORANGE AV
3,815,A,LAKEWOOD BL_WILLOW ST
3,1757,A,SOUTH ST_DOWNEY AV
3,1749,A,STUDEBAKER RD_WILLOW ST
4,1355,A,ANAHEIM ST_ATLANTIC AV
4,1940,A,ANAHEIM ST_WALNUT AV
5,1856,A,7TH ST_OBISPO AV
5,842,A,ATLANTIC AV_HARDING ST
6,930,A,PACIFIC COAST HWY_CEDAR AV
7,1046,A,7TH ST_PARK AV
1,631,A,ANAHEIM ST_OBISPO AV
1,1500,B,LONG BEACH BL_SPRING ST
1,945,A,PACIFIC COAST HWY_ATLANTIC AV
2,545,A,SANTA FE AV_WILLOW ST
3,1324,C,7TH ST_LONG BEACH BL
3,1757,A,PACIFIC COAST HWY_CEDAR AV
3,1253,B,PACIFIC COAST HWY_PINE AV
4,845,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
4,743,B,LONG BEACH BL_MARKET ST
6,1935,A,PACIFIC COAST HWY_PINE AV
6,1107,A,ANAHEIM ST_ATLANTIC AV
6,1220,A,PACIFIC COAST HWY_ORANGE AV
1,2210,A,WILLOW ST_ATLANTIC AV
1,1600,A,PACIFIC COAST HWY_SANTA FE AV
2,1454,B,PACIFIC COAST HWY_ORANGE AV
3,853,A,PACIFIC COAST HWY_7TH ST
3,15,C,7TH ST_CHANNEL DR
3,820,B,CHERRY AV_10TH ST
4,1115,A,LONG BEACH BL_SPRING ST
6,1953,-,PACIFIC COAST HWY_LONG BEACH BL
6,1300,A,LONG BEACH BL_10TH ST
7,30,A,7TH ST_REDONDO AV
7,2010,A,LONG BEACH BL_WARDLOW RD
7,1237,A,7TH ST_CHANNEL DR
1,1445,A,LONG BEACH BL_ANAHEIM ST
1,825,A,BELLFLOWER BL_ANAHEIM RD
2,709,A,PACIFIC COAST HWY_PINE AV
3,1730,A,PACIFIC COAST HWY_2ND ST
3,1926,A,OCEAN BL_PINE AV
4,1545,A,ATLANTIC AV_MARKET ST
6,140,A,PACIFIC COAST HWY_ATLANTIC AV
7,1020,B,LAKEWOOD BL_OUTER TRAFFIC CIR
2,1500,A,SPRING ST_PALO VERDE AV
2,732,A,7TH ST_TERMINO AV
2,1238,A,7TH ST_CHANNEL DR
2,1755,B,PACIFIC COAST HWY_JUNIPERO AV
3,1730,A,ANAHEIM ST_WALNUT AV
3,1338,A,2ND ST_MARINA DR
5,1606,A,PACIFIC COAST HWY_OBISPO AV
5,1425,A,PACIFIC COAST HWY_LONG BEACH BL
1,1227,A,7TH ST_CHANNEL DR
2,1725,A,PACIFIC COAST HWY_OBISPO AV
2,941,A,ANAHEIM ST_TEMPLE AV
3,21,A,SPRING ST_PALO VERDE AV
3,1029,A,7TH ST_XIMENO AV
3,810,A,ANAHEIM ST_WALNUT AV
4,1932,A,7TH ST_CHERRY AV
4,1530,A,7TH ST_OBISPO AV
5,1843,A,PACIFIC COAST HWY_MAGNOLIA AV
5,1730,A,SOUTH ST_PARAMOUNT BL
5,1613,A,7TH ST_OLIVE AV
6,205,A,WILLOW ST_LONG BEACH BL
7,1225,A,SOUTH ST_PARAMOUNT BL
7,2155,B,7TH ST_ATLANTIC AV
7,159,C,BROADWAY_CHERRY
1,711,A,PACIFIC COAST HWY_TERMINO AV
1,1718,A,ATLANTIC AV_MARKET ST
1,1425,-,PACIFIC AV_WILLOW ST
2,1620,A,LAKEWOOD BL_OUTER TRAFFIC CIR
3,1530,A,PARAMOUNT BL_SOUTH ST
3,758,A,7TH ST_ORANGE AV
4,2233,A,PACIFIC COAST HWY_LONG BEACH BL
5,1645,A,LAKEWOOD BL_SPRING ST
6,1230,B,PACIFIC COAST HWY_MAGNOLIA AV
6,200,A,ATLANTIC AV_WARDLOW RD
6,2227,A,7TH ST_PARK AV
1,1210,A,LONG BEACH BL_WARDLOW RD
2,1505,A,ANAHEIM ST_ALAMITOS AV
2,1230,A,CHERRY AV_WARDLOW RD
2,1312,A,CHERRY AV_WARDLOW RD
3,725,A,BELLFLOWER BL_STEARNS ST
4,550,A,PACIFIC COAST HWY_CHERRY AV
5,1511,A,WARDLOW RD_PACIFIC PL
5,821,A,PACIFIC COAST HWY_PINE AV
5,2225,A,PACIFIC COAST HWY_LONG BEACH BL
5,130,A,PACIFIC COAST HWY_2ND ST
5,722,A,PACIFIC COAST HWY_7TH ST
7,1716,C,PACIFIC COAST HWY_MAGNOLIA AV
7,1851,C,ANAHEIM ST_MAGNOLIA AV
1,655,B,PACIFIC COAST HWY_HARBOR AV
2,1610,B,LONG BEACH BL_MARKET ST
2,2300,C,PACIFIC COAST HWY_JUNIPERO AV
3,1151,B,CARSON ST_CLARK AV
6,2038,A,7TH ST_TERMINO AV
7,215,B,PACIFIC COAST HWY_LONG BEACH BL
7,1337,A,7TH ST_OLIVE AV
7,715,A,WILLOW ST_PACIFIC AV
1,2058,A,PACIFIC COAST HWY_PINE AV
2,1421,A,ATLANTIC AV_SPRING ST
2,1757,A,BROADWAY_CHERRY
3,820,A,BROADWAY_CHERRY AV
3,1806,A,LONG BEACH BL_10TH ST
5,25,A,PACIFIC COAST HWY_7TH ST
5,1235,A,ANAHEIM ST_OBISPO AV
2,1245,A,PACIFIC COAST HWY_2ND ST
2,1828,A,LONG BEACH BL_WARDLOW RD
2,2025,A,7TH ST_PARK AV
4,1813,A,PACIFIC AV_PACIFIC COAST HWY
5,1644,A,WILLOW ST_EASY AV
7,1101,A,WILLOW ST_LONG BEACH BL
1,652,A,DEL AMO BL_LONG BEACH BL
2,415,C,ANAHEIM ST_MAGNOLIA AV
2,2141,C,ANAHEIM ST_MAGNOLIA AV
2,1220,A,ATLANTIC AV_10TH ST
2,2050,C,ATLANTIC AV_WILLOW ST
3,1034,B,PACIFIC AV_PACIFIC COAST HWY
3,1017,A,7TH ST_CHANNEL DR
4,1832,A,CHERRY AV_10TH ST
4,1941,A,ANAHEIM ST_REDONDO AV
5,1045,C,7TH ST_ATLANTIC AV
5,2053,B,STUDEBAKER RD_WILLOW ST
5,1630,A,PACIFIC COAST HWY_ATLANTIC AV
3,905,A,ANAHEIM ST_ORANGE AV
3,1056,-,ANAHEIM ST_OREGON AV
3,1030,B,ORANGE AV_PACIFIC COAST HWY
4,530,A,LAKEWOOD BL_WILLOW ST
4,1547,A,PACIFIC COAST HWY_ORANGE AV
5,1039,B,SPRING ST_PALO VERDE AV
5,1525,B,PACIFIC COAST HWY_PACIFIC AV
5,1912,C,7TH ST_CHERRY AV
5,2135,C,WARDLOW RD_PACIFIC PL
6,1330,B,ANAHEIM ST_ATLANTIC AV
6,1855,C,ANAHEIM ST_LONG BEACH BL
6,2200,C,REDONDO AV_7TH ST
6,1900,B,ANAHEIM ST_REDONDO AV
7,2130,C,PACIFIC COAST HWY_SANTA FE AV
7,1830,C,REDONDO AV_ANAHEIM ST
7,1827,C,ANAHEIM ST_OBISPO AV
7,139,C,ATLANTIC AV_WILLOW ST
1,1020,C,LAKEWOOD BL_OUTER TRAFFIC CIR
1,1315,B,CHERRY AV_10TH ST
3,500,A,PACIFIC COAST HWY_SANTA FE AV
4,1916,A,ANAHEIM ST_OREGON AV
4,830,A,OCEAN BL_PINE AV
5,935,A,PALO VERDE AV_STEARNS ST
5,1435,A,ANAHEIM ST_ORANGE AV
6,2106,A,ANAHEIM ST_OBISPO AV
1,1220,A,ATLANTIC AV_WARDLOW RD
1,1017,A,OCEAN BL_MAGNOLIA AV
2,1730,A,ANAHEIM ST_ORANGE AV
3,1315,A,7TH ST_OLIVE AV
3,1409,A,PACIFIC COAST HWY_LONG BEACH BL
3,920,A,LONG BEACH BL_ANAHEIM ST
3,2158,A,REDONDO AV_7TH ST
5,1346,A,PACIFIC COAST HWY_2ND ST
5,1345,A,PACIFIC COAST HWY_2ND ST
6,1850,A,SOUTH ST_DOWNEY AV
7,1520,A,SOUTH ST_DOWNEY AV
1,1530,A,SOUTH ST_DOWNEY AV
1,2324,A,7TH ST_REDONDO AV
1,1900,A,LAKEWOOD BL_WILLOW ST
1,1710,A,ATLANTIC AV_SOUTH ST
2,1747,A,ANAHEIM ST_TEMPLE AV
2,1509,A,PACIFIC COAST HWY_OBISPO AV
2,1518,A,ATLANTIC AV_SOUTH ST
2,917,A,CHERRY AV_WARDLOW RD
3,1314,B,ATLANTIC AV_SOUTH ST
3,1608,B,WILLOW ST_LONG BEACH BL
3,1050,B,LONG BEACH BL_WARDLOW RD
4,10,A,WILLOW ST_ATLANTIC AV
4,1317,A,LAKEWOOD BL_SPRING ST
6,2210,A,OCEAN BL_PINE AV
6,845,A,LONG BEACH BL_10TH ST
7,1942,A,OCEAN BL_LINDEN AV
1,1457,A,PACIFIC COAST HWY_2ND ST
1,2136,A,PARAMOUNT BL_SOUTH ST
3,1533,A,CHERRY AV_10TH ST
3,2353,A,ATLANTIC AV_10TH ST
3,1825,A,STUDEBAKER RD_WILLOW ST
3,1800,A,WARDLOW RD_LONG BEACH BL
3,1745,A,PARAMOUNT BL_SOUTH ST
5,1912,A,ORANGE AV_PACIFIC COAST HWY
5,718,A,7TH ST_PARK AV
5,1952,A,PACIFIC AV_PACIFIC COAST HWY
7,2106,A,7TH ST_PACIFIC COAST HWY
1,1340,A,PACIFIC COAST HWY_OBISPO AV
1,822,A,7TH ST_ORANGE AV
1,1911,A,PACIFIC COAST HWY_CHERRY AV
2,1054,A,CHERRY AV_PACIFIC COAST HWY
2,1833,A,PACIFIC COAST HWY_WALNUT AV
2,815,A,REDONDO AV_7TH ST
2,1035,A,ORANGE AV_PACIFIC COAST HWY
3,1256,A,LONG BEACH BL_WARDLOW RD
3,2042,A,CHERRY AV_SOUTH ST
4,2310,C,CARSON ST_CLARK AV
4,1403,A,PACIFIC COAST HWY_CHERRY AV
5,55,C,7TH ST_PACIFIC COAST HWY
5,1451,C,SOUTH ST_PARAMOUNT BL
6,1256,A,CHERRY AV_SOUTH ST
7,2123,A,SOUTH ST_PARAMOUNT BL
1,530,A,ANAHEIM ST_OREGON AV
2,2055,B,PACIFIC COAST HWY_ORANGE AV
2,1000,A,ANAHEIM ST_ATLANTIC AV
2,1331,A,LONG BEACH BL_WARDLOW RD
3,2207,-,BROADWAY_CHERRY AV
3,1747,A,PACIFIC COAST HWY_WALNUT AV
4,914,A,PALO VERDE AV_STEARNS ST
5,951,C,2ND ST_MARINA DR
5,1501,B,BELLFLOWER BL_LOS COYOTES DIAGONAL
6,1300,B,ANAHEIM ST_CHERRY AV
6,948,C,PACIFIC COAST HWY_SANTA FE AV
7,1911,-,PACIFIC COAST HWY_SANTA FE AV
7,2300,C,OCEAN BL_LINDEN AV
7,1824,C,ANAHEIM ST_OBISPO AV
1,1127,B,CHERRY AV_WARDLOW RD
2,2011,C,ANAHEIM ST_TEMPLE AV
3,1336,A,PACIFIC COAST HWY_PACIFIC AV
3,1155,-,PACIFIC COAST HWY_PACIFIC AV
3,926,B,7TH ST_WALNUT AV
5,1914,A,PACIFIC COAST HWY_MAGNOLIA AV
5,1355,B,PACIFIC COAST HWY_LONG BEACH BL
5,1946,A,LONG BEACH BL_20TH ST
6,1723,A,ATLANTIC AV_WILLOW ST
7,2016,A,ANAHEIM ST_LONG BEACH BL
7,1400,A,PACIFIC COAST HWY_2ND ST
3,2140,A,ANAHEIM ST_ORANGE AV
3,1513,B,ATLANTIC AV_WILLOW ST
3,2020,C,ATLANTIC AV_SOUTH ST
4,2005,A,PACIFIC COAST HWY_ATLANTIC AV
4,1256,A,ATLANTIC AV_WILLOW ST
5,735,B,PACIFIC COAST HWY_TERMINO AV
5,2330,A,7TH ST_TERMINO AV
6,842,A,ANAHEIM ST_ATLANTIC AV
7,1700,A,TRAFFIC CIR_PACIFIC COAST HWY
1,1504,A,CHERRY AV_10TH ST
1,1525,A,PACIFIC COAST HWY_2ND ST
3,1106,A,SOUTH ST_PARAMOUNT BL
3,932,A,REDONDO AV_7TH ST
3,1545,A,7TH ST_PARK AV
3,1405,A,PACIFIC COAST HWY_CEDAR AV
4,1405,A,BELLFLOWER BL_STEARNS ST
4,1920,A,7TH ST_WALNUT AV
6,2300,A,7TH ST_CHANNEL DR
7,15,A,7TH ST_OBISPO AV
7,2216,A,OCEAN BL_MAGNOLIA AV
7,1758,B,LAKEWOOD BL_WILLOW ST
1,820,A,REDONDO AV_7TH ST
1,700,-,PACIFIC COAST HWY_PINE AV
2,1155,A,CHERRY AV_PACIFIC COAST HWY
2,829,A,PACIFIC COAST HWY_2ND ST
2,1218,A,BELLFLOWER BL_ANAHEIM RD
2,850,A,PACIFIC COAST HWY_ATLANTIC AV
2,1904,A,LONG BEACH BL_PACIFIC COAST HWY
2,1227,A,7TH ST_LONG BEACH BL
3,1126,A,LONG BEACH BL_PACIFIC COAST HWY
4,1206,A,LONG BEACH BL_PACIFIC COAST HWY
5,1001,B,PACIFIC COAST HWY_CHERRY AV
5,1545,B,LAKEWOOD BL_WILLOW ST
6,1705,B,7TH ST_OLIVE AV
6,2353,B,ANAHEIM ST_OREGON AV
6,1250,B,ATLANTIC AV_WARDLOW RD
1,643,A,7TH ST_XIMENO AV
2,800,A,CARSON ST_CLARK AV
2,1538,C,PACIFIC COAST HWY_SANTA FE AV
4,1343,A,WILLOW ST_LONG BEACH BL
5,2315,A,CARSON ST_CLARK AV
5,1733,A,LONG BEACH BL_PACIFIC COAST HWY
5,1642,A,ANAHEIM ST_REDONDO AV
5,2114,A,PARAMOUNT BL_SOUTH ST
6,2032,A,STUDEBAKER RD_WILLOW ST
6,2038,A,PACIFIC COAST HWY_MAGNOLIA AV
6,1204,A,7TH ST_OLIVE AV
7,2041,A,CHERRY AV_10TH ST
1,1500,A,CHERRY AV_PACIFIC COAST HWY
1,1450,A,REDONDO AV_7TH ST
1,1712,A,OCEAN BL_PINE AV
3,2125,A,BELLFLOWER BL_STEARNS ST
4,1815,A,LONG BEACH BL_WILLOW ST
5,1812,A,ANAHEIM ST_WALNUT AV
7,6,A,7TH ST_OLIVE AV
7,1530,A,7TH ST_PACIFIC COAST HWY
7,729,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
1,1623,A,ANAHEIM ST_CHERRY AV
1,1350,A,ANAHEIM ST_WALNUT AV
5,1715,A,ATLANTIC AV_SOUTH ST
5,2019,A,OCEAN BL_PINE AV
6,130,A,7TH ST_TERMINO AV
7,2239,A,CARSON ST_CLARK AV
7,1800,A,7TH ST_CHERRY AV
2,1514,A,ATLANTIC AV_10TH ST
2,1950,A,STUDEBAKER RD_WILLOW ST
3,1035,A,PACIFIC COAST HWY_2ND ST
3,1515,A,PACIFIC COAST HWY_7TH ST
3,1141,A,LONG BEACH BL_WARDLOW RD
3,1225,A,BELLFLOWER BL_STEARNS ST
4,1643,A,LONG BEACH BL_ANAHEIM ST
5,1156,A,LAKEWOOD BL_OUTER TRAFFIC CIR
6,2345,A,PACIFIC COAST HWY_TERMINO AV
6,2100,A,PACIFIC COAST HWY_ANAHEIM ST
2,811,A,REDONDO AV_ANAHEIM ST
2,1835,A,7TH ST_ORANGE AV
2,1944,A,PACIFIC COAST HWY_7TH ST
3,2330,A,PACIFIC COAST HWY_2ND ST
3,1847,A,WILLOW ST_EASY AV
3,815,A,DEL AMO BL_CHERRY AV
3,1044,A,WARDLOW RD_PACIFIC PL
4,1740,A,BROADWAY_CHERRY AV
4,1615,A,ANAHEIM ST_CHERRY AV
5,36,A,CHERRY AV_SOUTH ST
6,1715,A,WILLOW ST_PACIFIC AV
7,1540,A,PACIFIC COAST HWY_PACIFIC AV
1,1640,A,PACIFIC COAST HWY_CHERRY AV
1,730,B,PACIFIC COAST HWY_ATLANTIC AV
1,1737,A,PACIFIC COAST HWY_TERMINO AV
2,1100,A,LONG BEACH BL_20TH ST
2,1608,A,PACIFIC AV_WILLOW ST
2,1159,A,LAKEWOOD BL_OUTER TRAFFIC CIR
3,940,A,PACIFIC COAST HWY_SANTA FE AV
3,1341,A,REDONDO AV_7TH ST
3,1930,A,LONG BEACH BL_WARDLOW RD
4,1526,A,PACIFIC COAST HWY_OBISPO AV
5,2153,A,7TH ST_ORANGE AV
6,1943,A,CHERRY AV_PACIFIC COAST HWY
6,155,A,7TH ST_XIMENO AV
6,758,A,7TH ST_LONG BEACH BL
1,1410,A,LONG BEACH BL_PACIFIC COAST HWY
1,1549,A,PACIFIC COAST HWY_ORANGE AV
3,2340,B,LAKEWOOD BL_WILLOW ST
3,1523,A,PACIFIC COAST HWY_STUDEBAKER RD
3,1430,A,LONG BEACH BL_WARDLOW RD
5,245,B,7TH ST_CHANNEL DR
5,2142,A,7TH ST_PARK AV
5,217,B,BROADWAY_CHERRY AV
5,937,B,REDONDO AV_ANAHEIM ST
7,5,A,PACIFIC COAST HWY_7TH ST
1,830,A,7TH ST_PACIFIC COAST HWY
1,1529,A,ANAHEIM ST_TEMPLE AV
1,2055,A,OCEAN BL_PINE AV
2,15,A,2ND ST_MARINA DR
2,1830,A,7TH ST_ORANGE AV
2,1017,A,PACIFIC COAST HWY_7TH ST
5,1227,A,ATLANTIC AV_SPRING ST
5,1655,A,PACIFIC COAST HWY_ANAHEIM ST
5,1936,A,PACIFIC COAST HWY_PINE AV
5,645,A,PALO VERDE AV_WOODRUFF AV
6,733,A,STUDEBAKER RD_WILLOW ST
6,1813,A,OCEAN BL_PINE AV
6,1856,A,7TH ST_ATLANTIC AV
7,910,A,ANAHEIM ST_ALAMITOS AV
1,1244,A,PALO VERDE AV_STEARNS ST
2,1206,A,7TH ST_BELLFLOWER BL
2,1245,A,TRAFFIC CIR_PACIFIC COAST HWY
2,1450,A,PACIFIC COAST HWY_SANTA FE AV
3,950,A,ATLANTIC AV_WILLOW ST
3,2100,A,7TH ST_REDONDO AV
4,1450,A,ATLANTIC AV_SOUTH ST
5,1650,A,PACIFIC COAST HWY_ATLANTIC AV
5,1150,A,PACIFIC COAST HWY_CHERRY AV
5,1240,A,PACIFIC COAST HWY_7TH ST
5,1829,A,ATLANTIC AV_SOUTH ST
6,2205,A,PACIFIC AV_WILLOW ST
6,2145,A,BROADWAY_CHERRY AV
7,1533,A,ATLANTIC AV_SOUTH ST
7,2330,A,ANAHEIM ST_TEMPLE AV
7,1731,A,7TH ST_ATLANTIC AV
7,1526,A,REDONDO AV_7TH ST
7,1009,A,ANAHEIM ST_LONG BEACH BL
1,2348,A,PACIFIC COAST HWY_LONG BEACH BL
2,2019,A,OCEAN BL_PINE AV
3,1857,-,LAKEWOOD BL_OUTER TRAFFIC CIR
3,1110,A,LONG BEACH BL_ANAHEIM ST
3,1115,-,WARDLOW RD_LONG BEACH BL
3,1952,-,LONG BEACH BL_MARKET ST
6,1445,A,PACIFIC COAST HWY_OBISPO AV
6,1735,A,CHERRY AV_PACIFIC COAST HWY
6,1610,A,ATLANTIC AV_SOUTH ST
7,1141,A,ATLANTIC AV_SOUTH ST
7,1608,A,OCEAN BL_LINDEN AV
7,1524,A,LONG BEACH BL_10TH ST
1,1048,A,LONG BEACH BL_10TH ST
1,1400,A,REDONDO AV_ANAHEIM ST
2,1531,A,PACIFIC COAST HWY_LEMON AV
2,1625,A,TRAFFIC CIR_PACIFIC COAST HWY
2,1405,A,ATLANTIC AV_SOUTH ST
4,1030,A,REDONDO AV_7TH ST
5,1445,A,7TH ST_PARK AV
5,1250,A,ANAHEIM ST_PACIFIC AV
5,1321,A,ANAHEIM ST_ORANGE AV
6,1728,A,SOUTH ST_DOWNEY AV
1,910,A,STUDEBAKER RD_WILLOW ST
2,1508,A,PACIFIC AV_WILLOW ST
2,915,A,ATLANTIC AV_SPRING ST
3,1048,A,ANAHEIM ST_REDONDO AV
3,2248,A,7TH ST_WALNUT AV
4,1500,A,SPRING ST_PALO VERDE AV
4,1800,A,ATLANTIC AV_SOUTH ST
5,1122,A,PACIFIC COAST HWY_2ND ST
5,1559,A,TRAFFIC CIR_PACIFIC COAST HWY
5,1240,A,ATLANTIC AV_WARDLOW RD
2,1318,A,7TH ST_ORANGE AV
2,1054,A,CHERRY AV_PACIFIC COAST HWY
3,1313,A,ATLANTIC AV_WARDLOW RD
4,1214,A,BROADWAY_CHERRY AV
4,2016,A,PACIFIC COAST HWY_WALNUT AV
7,1830,A,PACIFIC COAST HWY_2ND ST
7,944,A,ANAHEIM ST_CHERRY AV
7,427,A,PACIFIC COAST HWY_ANAHEIM ST
7,1902,A,SOUTH ST_DOWNEY AV
1,1548,A,PACIFIC COAST HWY_PINE AV
2,148,A,PARAMOUNT BL_SOUTH ST
3,1710,A,7TH ST_PACIFIC COAST HWY
3,930,A,LONG BEACH BL_10TH ST
3,1320,A,PACIFIC COAST HWY_TERMINO AV
3,1010,A,LONG BEACH BL_10TH ST
3,920,A,LONG BEACH BL_MARKET ST
4,1136,A,7TH ST_PACIFIC COAST HWY
6,430,A,7TH ST_BELLFLOWER BL
6,1200,A,ANAHEIM ST_OBISPO AV
7,2010,A,PACIFIC COAST HWY_STUDEBAKER RD
2,1230,A,LONG BEACH BL_10TH ST
3,1350,A,PACIFIC COAST HWY_SANTA FE AV
4,105,A,BROADWAY_CHERRY AV
5,1450,A,LONG BEACH BL_SPRING ST
5,1309,A,SOUTH ST_PARAMOUNT BL
7,1800,A,PACIFIC COAST HWY_PACIFIC AV
1,821,A,WILLOW ST_LONG BEACH BL
3,1632,A,BELLFLOWER BL_LOS COYOTES DIAGONAL
3,728,B,CHERRY AV_PACIFIC COAST HWY
4,1746,A,7TH ST_REDONDO AV
4,911,A,BELLFLOWER BL_ANAHEIM RD
5,1126,A,ATLANTIC AV_MARKET ST
5,1633,A,7TH ST_PARK AV
5,2050,A,PALO VERDE AV_WOODRUFF AV
7,153,A,BROADWAY_CHERRY
7,1615,A,7TH ST_ORANGE AV
7,1800,A,BELLFLOWER BL_STEARNS ST
1,1249,A,WILLOW ST_LONG BEACH BL
1,1430,A,WILLOW ST_LONG BEACH BL
2,1545,A,SOUTH ST_DOWNEY AV
2,2134,A,ATLANTIC AV_HARDING ST
2,1430,A,7TH ST_ATLANTIC AV
3,1428,A,ANAHEIM ST_ORANGE AV
3,938,A,OCEAN BL_MAGNOLIA AV
3,1909,A,ANAHEIM ST_ATLANTIC AV
4,1122,A,LONG BEACH BL_10TH ST
4,1950,A,7TH ST_PARK AV
4,1514,A,7TH ST_LONG BEACH BL
4,807,A,7TH ST_OLIVE AV
5,800,A,OCEAN BL_PINE AV
6,1500,A,7TH ST_CHERRY AV
6,1329,A,ORANGE AV_PACIFIC COAST HWY
7,1925,A,ANAHEIM ST_REDONDO AV
2,2121,A,LONG BEACH BL_PACIFIC COAST HWY
2,2231,A,6TH ST_ATLANTIC AV
3,839,A,ATLANTIC AV_WILLOW ST
4,1342,A,REDONDO AV_7TH ST
5,24,A,7TH ST_LONG BEACH BL
6,920,A,ANAHEIM ST_ORANGE AV
6,1238,A,PACIFIC COAST HWY_STUDEBAKER RD
6,1025,A,PACIFIC COAST HWY_STUDEBAKER RD
7,2021,A,ANAHEIM ST_OBISPO AV
1,1526,A,PACIFIC COAST HWY_PINE AV
2,1730,A,LONG BEACH BL_WARDLOW RD
3,1145,A,7TH ST_TERMINO AV
4,1016,A,7TH ST_OBISPO AV
4,923,F,DEL AMO BL_LONG BEACH BL
5,1041,A,WILLOW ST_ATLANTIC AV
6,1806,A,PACIFIC COAST HWY_HARBOR AV
1,800,B,ATLANTIC AV_WARDLOW RD
2,1425,A,ATLANTIC AV_WARDLOW RD
